FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,GenderCode,Performance Score,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Training Program Name,Training Type,Training Outcome,Location,Training Cost
Janessa,Mcconnell,2020-02-08,2020-05-04,Production Technician I,Sally Meadows,janessa.mcconnell@bilearner.com,WBL,Active,Part-Time,Part-Time,Voluntary,Production       ,General - Con,1993-08-20,MA,Male,Fully Meets,1760,2023-03-16,5,3,Technical Skills,External,Passed,Brownchester,378.51
Samson,Ellis,2021-10-29,2022-08-02,Production Technician I,Sara Golden,samson.ellis@bilearner.com,NEL,Voluntarily Terminated,Contract,Temporary,Voluntary,Production       ,Field Operations,1961-05-16,MA,Female,Fully Meets,1761,2023-02-20,3,2,Technical Skills,External,Completed,New Eric,905.6
Lauren,Kent,2023-07-04,2023-07-12,Production Technician I,Roger Reed,lauren.kent@bilearner.com,PL,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production       ,Wireless,2001-02-19,MA,Female,Fully Meets,1762,2023-03-19,3,3,Customer Service,External,Incomplete,South Raymondchester,669.57
Kasey,Alexander,2019-06-22,2021-05-01,Production Technician I,Michelle Herrera,kasey.alexander@bilearner.com,PYZ,Active,Contract,Temporary,Resignation,Production       ,Field Operations,1957-07-15,MA,Female,Fully Meets,1766,2023-05-23,1,5,Customer Service,External,Incomplete,Greenestad,637.61
Kenneth,Peters,2023-02-10,2023-05-01,Production Technician I,Renee Beasley,kenneth.peters@bilearner.com,WBL,Active,Contract,Full-Time,Retirement,Production       ,General - Con,1995-12-31,MA,Female,Fully Meets,1767,2022-08-09,4,1,Project Management,External,Passed,Riverastad,902.11
Lucia,Hudson,2022-10-13,2023-05-02,Production Technician I,Scott Graves,lucia.hudson@bilearner.com,NEL,Active,Contract,Temporary,Voluntary,Production       ,Aerial,1977-02-26,MA,Female,Fully Meets,1768,2023-02-11,3,3,Leadership Development,External,Passed,Lake Tyler,999.79
Rashad,Randall,2023-03-07,2023-04-27,Production Technician I,Bryan Harvey,rashad.randall@bilearner.com,PL,Active,Contract,Temporary,Resignation,Production       ,Engineers,1974-04-29,MA,Male,Fully Meets,1769,2023-02-10,4,3,Leadership Development,Internal,Passed,New Jamesville,976.58
Hallie,Thornton,2018-12-28,2022-01-28,Production Technician I,Jamie Holloway,hallie.thornton@bilearner.com,SVG,Active,Contract,Part-Time,Resignation,Production       ,General - Con,1954-06-28,MA,Male,Fully Meets,1772,2023-01-01,3,4,Technical Skills,External,Passed,Port Paul,205.64
Tiana,Bishop,2021-01-20,2023-03-08,Production Technician I,Mitchell Woods,tiana.bishop@bilearner.com,EW,Active,Part-Time,Temporary,Retirement,Production       ,General - Eng,1942-03-22,MA,Male,Fully Meets,1773,2022-11-20,5,5,Leadership Development,Internal,Passed,Moorechester,817.45
Regina,Garcia,2019-09-14,2023-02-06,Production Technician I,Aaron Cochran,regina.garcia@bilearner.com,MSC,Active,Full-Time,Part-Time,Involuntary,Production       ,Field Operations,1989-09-24,MA,Female,Fully Meets,1774,2022-12-09,1,1,Customer Service,External,Failed,Johnhaven,643.22
Julie,Cochran,2018-10-06,2019-12-12,Production Technician I,Scott Smith,julie.cochran@bilearner.com,TNS,Active,Contract,Full-Time,Involuntary,Production       ,Engineers,1997-05-11,MA,Male,Fully Meets,1775,2023-05-10,4,2,Project Management,Internal,Failed,Port David,795.28
Yamilet,Pierce,2021-08-03,2022-11-01,Production Technician I,Lucas Rodriguez,yamilet.pierce@bilearner.com,PYZ,Active,Full-Time,Temporary,Retirement,Production       ,Project Management - Con,1955-03-11,MA,Male,Fully Meets,1776,2023-01-16,3,2,Project Management,Internal,Failed,South Madison,521.69
Amare,Hartman,2019-07-05,2021-05-26,Production Technician I,Brian Rogers,amare.hartman@bilearner.com,WBL,Active,Full-Time,Temporary,Involuntary,Production       ,Splicing,1962-04-25,MA,Female,Fully Meets,1777,2023-02-02,1,3,Customer Service,External,Incomplete,Greenehaven,157.78
Colton,Booker,2022-12-10,2023-02-11,Production Technician I,Jason Taylor,colton.booker@bilearner.com,BPC,Active,Contract,Temporary,Retirement,Production       ,Field Operations,1993-07-11,MA,Female,Fully Meets,1780,2023-06-03,2,3,Technical Skills,External,Passed,Brooksport,663.72
Braxton,House,2019-01-13,2023-07-02,Production Technician II,Kenneth Dean,braxton.house@bilearner.com,NEL,Voluntarily Terminated,Contract,Temporary,Retirement,Production       ,Field Operations,1950-10-08,MA,Female,Fully Meets,1782,2023-07-07,3,4,Communication Skills,Internal,Passed,Bullockton,560.35
Trystan,Ramos,2023-08-02,2023-08-02,Production Technician I,Mr. John Thomas,trystan.ramos@bilearner.com,WBL,Active,Part-Time,Temporary,Retirement,Production       ,General - Con,1971-03-30,MA,Female,Fully Meets,1784,2023-02-23,2,3,Communication Skills,External,Passed,East Jacob,242.18
Tara,Hoover,2022-03-31,2022-06-14,Production Technician I,Daniel Banks,tara.hoover@bilearner.com,PL,Active,Full-Time,Temporary,Resignation,Production       ,Field Operations,1979-11-10,MA,Male,Fully Meets,1786,2023-06-03,4,2,Communication Skills,External,Completed,South Heather,942.28
Layla,Gutierrez,2019-04-06,2020-08-15,Production Technician I,Edward Peterson,layla.gutierrez@bilearner.com,BPC,Active,Contract,Temporary,Voluntary,Production       ,Engineers,1956-07-10,MA,Male,Fully Meets,1787,2023-02-23,2,5,Project Management,Internal,Passed,South Michaelstad,756.7
Nick,Daniels,2022-12-02,2023-04-08,Production Technician I,Sara Smith,nick.daniels@bilearner.com,EW,Active,Part-Time,Part-Time,Resignation,Production       ,Aerial,1956-03-09,MA,Female,Fully Meets,1790,2022-10-11,4,5,Communication Skills,Internal,Incomplete,Sandersside,631.98
Marvin,Abbott,2021-03-06,2023-04-26,Production Technician I,Becky Cardenas,marvin.abbott@bilearner.com,MSC,Active,Contract,Temporary,Resignation,Production       ,Wireline Construction,1981-08-02,MA,Female,Fully Meets,1791,2022-09-18,4,5,Project Management,Internal,Failed,Ronniefurt,282.85
Linda,Barajas,2018-10-23,2022-12-02,Production Technician I,Victor Blair,linda.barajas@bilearner.com,BPC,Active,Full-Time,Temporary,Resignation,Production       ,Executive,1945-05-22,MA,Female,Fully Meets,1793,2022-09-04,1,1,Communication Skills,External,Passed,Hufffort,943.91
Antonio,Mccoy,2019-12-01,2020-06-08,Production Technician I,Shawn Howard,antonio.mccoy@bilearner.com,EW,Voluntarily Terminated,Full-Time,Part-Time,Involuntary,Production       ,Yard (Material Handling),1960-04-04,MA,Female,Fully Meets,1795,2023-06-10,5,1,Leadership Development,External,Passed,Anthonymouth,145.47
Emmett,Mercado,2021-06-07,2022-12-13,Production Technician I,Pamela Cruz,emmett.mercado@bilearner.com,MSC,Voluntarily Terminated,Contract,Full-Time,Involuntary,Production       ,Wireless,1976-06-26,MA,Female,Fully Meets,1796,2022-11-23,3,5,Customer Service,External,Failed,Genetown,727.51
Clara,Wheeler,2020-10-13,2022-11-09,Production Technician I,Jennifer Harrington,clara.wheeler@bilearner.com,NEL,Active,Full-Time,Full-Time,Voluntary,Production       ,General - Con,1987-09-18,MA,Female,Fully Meets,1797,2023-05-03,3,3,Project Management,External,Failed,North Johnview,581.43
Aliyah,Schmitt,2022-09-04,2023-05-30,Production Technician II,Alexandra Clark,aliyah.schmitt@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Temporary,Involuntary,Production       ,Field Operations,1989-02-19,MA,Male,Fully Meets,1799,2023-04-28,2,5,Technical Skills,Internal,Passed,Port Gregory,338.36
Kyan,Morrison,2019-10-18,2021-04-19,Production Technician I,Bethany Wilkerson,kyan.morrison@bilearner.com,TNS,Active,Part-Time,Full-Time,Resignation,Production       ,Wireline Construction,1976-04-05,MA,Female,Fully Meets,1800,2023-02-03,4,3,Technical Skills,External,Failed,Masonborough,732.84
Rayan,Stephenson,2021-07-25,2023-01-23,Production Technician I,Brian Archer,rayan.stephenson@bilearner.com,PYZ,Active,Full-Time,Temporary,Involuntary,Production       ,General - Con,1989-08-06,MA,Female,Fully Meets,1801,2023-06-02,3,4,Technical Skills,External,Incomplete,West Matthew,753.69
Stephany,Neal,2019-11-11,2023-08-02,Production Technician I,William Cooper,stephany.neal@bilearner.com,NEL,Active,Full-Time,Full-Time,Resignation,Production       ,General - Eng,1982-05-11,MA,Female,Fully Meets,1803,2023-01-19,1,3,Leadership Development,External,Passed,Lake Benjamin,550.55
Trevon,Deleon,2021-12-05,2022-03-02,Production Technician I,Rebecca Pearson,trevon.deleon@bilearner.com,PL,Active,Part-Time,Temporary,Voluntary,Production       ,Field Operations,1957-07-20,MA,Male,Fully Meets,1804,2023-04-14,3,3,Customer Service,Internal,Failed,Lake Racheltown,767.49
Phoenix,Pitts,2018-12-17,2022-09-03,Production Technician I,Patricia Perry,phoenix.pitts@bilearner.com,BPC,Active,Contract,Temporary,Voluntary,Production       ,Aerial,1969-02-03,MA,Male,Fully Meets,1805,2023-07-09,3,3,Communication Skills,Internal,Incomplete,Burnsfort,222.88
Nathalia,Good,2022-12-19,2023-05-19,Production Technician I,John Jordan,nathalia.good@bilearner.com,MSC,Active,Contract,Part-Time,Involuntary,Production       ,Yard (Material Handling),1966-11-24,MA,Female,Fully Meets,1809,2023-04-07,5,2,Communication Skills,Internal,Incomplete,East Jenniferchester,488.94
Julia,Farmer,2021-10-01,2023-06-18,Production Technician I,William Hall III,julia.farmer@bilearner.com,WBL,Voluntarily Terminated,Contract,Full-Time,Involuntary,Production       ,General - Con,1978-04-29,MA,Female,Fully Meets,1812,2022-12-05,4,2,Leadership Development,Internal,Incomplete,West Craig,836.19
Zoey,Page,2019-05-06,2022-04-09,Production Technician II,William Newman,zoey.page@bilearner.com,PL,Active,Contract,Temporary,Resignation,Production       ,Aerial,1987-01-07,MA,Female,Fully Meets,1817,2023-02-28,3,1,Leadership Development,Internal,Completed,Cherylland,375.86
Abbigail,Blanchard,2021-05-09,2022-11-12,Production Technician I,Karen Pugh,abbigail.blanchard@bilearner.com,PL,Active,Contract,Full-Time,Voluntary,Production       ,Finance & Accounting,1960-11-25,MA,Male,Fully Meets,1823,2023-05-12,4,4,Leadership Development,Internal,Completed,Michelleland,977.99
Abby,Curtis,2020-01-09,2022-03-10,Production Technician I,Lori Mason,abby.curtis@bilearner.com,BPC,Active,Contract,Temporary,Voluntary,Production       ,Yard (Material Handling),1960-03-02,MA,Male,Fully Meets,1824,2023-03-15,3,1,Leadership Development,External,Completed,Katherineside,136.33
Giana,Moore,2021-05-16,2023-05-14,Production Technician I,Stephen Neal,giana.moore@bilearner.com,CCDR,Active,Contract,Part-Time,Voluntary,Production       ,Splicing,1996-12-05,MA,Male,Fully Meets,1825,2022-10-27,1,3,Technical Skills,External,Completed,North Robertside,946.67
Giada,Santos,2021-01-31,2022-06-03,Production Technician I,Robert Sanchez,giada.santos@bilearner.com,SVG,Active,Part-Time,Temporary,Resignation,Production       ,Aerial,1941-11-17,MA,Female,Exceeds,1826,2022-09-28,3,2,Technical Skills,External,Passed,New Melissa,485.39
Jessie,Church,2021-09-19,2022-09-14,Production Technician I,Glenda Williams,jessie.church@bilearner.com,EW,Active,Contract,Full-Time,Involuntary,Production       ,Field Operations,1982-05-21,MA,Female,Needs Improvement,1827,2022-09-25,1,3,Communication Skills,External,Incomplete,Weavermouth,962.02
Kaylah,Ramos,2020-03-01,2022-03-26,Production Technician I,Patrick Hall,kaylah.ramos@bilearner.com,MSC,Active,Part-Time,Temporary,Resignation,Production       ,Wireline Construction,1983-04-09,MA,Male,Exceeds,1828,2022-11-27,3,3,Technical Skills,External,Failed,Olsonborough,620.24
Emerson,Gallagher,2022-06-26,2023-06-15,Production Technician I,Daniel Mathis,emerson.gallagher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Temporary,Retirement,Production       ,Isp,1970-10-14,MA,Female,Needs Improvement,1831,2023-03-25,2,2,Project Management,Internal,Failed,East Jenna,756.42
Dereon,Huffman,2020-07-31,2021-04-05,Production Technician II,Joseph Diaz,dereon.huffman@bilearner.com,CCDR,Active,Contract,Full-Time,Resignation,Production       ,Project Management - Con,1978-09-13,MA,Female,Needs Improvement,1834,2022-12-08,4,5,Technical Skills,Internal,Incomplete,Port Alicemouth,845.82
Colin,Cherry,2021-09-10,2022-07-19,Production Technician II,Danielle Reyes,colin.cherry@bilearner.com,EW,Active,Part-Time,Temporary,Resignation,Production       ,Field Operations,1982-11-25,MA,Female,Needs Improvement,1835,2023-04-11,5,2,Communication Skills,Internal,Passed,New Aaron,727.9
Aydin,Perry,2021-08-17,2022-08-31,Production Technician I,Joshua Glenn,aydin.perry@bilearner.com,PYZ,Active,Full-Time,Part-Time,Voluntary,Production       ,People Services,1968-03-29,MA,Female,Exceeds,1839,2023-04-28,3,3,Leadership Development,External,Incomplete,West Nicole,645.16
Amanda,Lambert,2020-03-05,2021-08-22,Production Technician I,Matthew Ramirez,amanda.lambert@bilearner.com,SVG,Active,Part-Time,Temporary,Voluntary,Production       ,Aerial,1941-12-23,MA,Female,Needs Improvement,1845,2023-06-18,1,2,Customer Service,External,Passed,Natashaburgh,409.99
Maverick,Lang,2022-12-03,2022-12-24,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,MSC,Active,Full-Time,Part-Time,Resignation,Production       ,Project Management - Con,2000-10-16,MA,Male,Needs Improvement,1847,2022-11-23,5,2,Leadership Development,External,Completed,Lake Jonathanville,777.95
Breanna,Cardenas,2019-12-15,2021-06-25,Production Technician I,Ashley Orozco,breanna.cardenas@bilearner.com,WBL,Voluntarily Terminated,Contract,Full-Time,Voluntary,Production       ,Aerial,1996-10-23,MA,Female,PIP,1850,2023-05-09,3,1,Communication Skills,Internal,Completed,Briannamouth,950.45
Tripp,Blake,2021-11-11,2022-08-01,Production Technician I,Angelica Vazquez,tripp.blake@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Temporary,Retirement,Production       ,General - Con,1967-10-29,MA,Female,PIP,1851,2023-03-01,1,1,Communication Skills,External,Passed,Michaelview,997.13
Elaine,Moon,2019-02-15,2023-07-28,Production Technician I,Christopher Ponce,elaine.moon@bilearner.com,PL,Voluntarily Terminated,Full-Time,Part-Time,Voluntary,Production       ,General - Con,1981-10-18,MA,Female,PIP,1852,2023-05-02,3,4,Customer Service,Internal,Completed,Douglaschester,917.56
Leslie,Potts,2020-10-25,2022-04-18,Production Technician II,Joshua Evans,leslie.potts@bilearner.com,WBL,Active,Contract,Full-Time,Involuntary,Production       ,Shop (Fleet),1962-08-29,MA,Female,PIP,1854,2023-07-29,1,2,Technical Skills,External,Failed,Mcmahonview,837.64
Keith,Haas,2022-07-25,2023-04-26,Production Technician II,Lisa Hernandez,keith.haas@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Part-Time,Retirement,Production       ,General - Con,1947-05-19,MA,Male,Exceeds,1855,2023-01-31,3,3,Technical Skills,External,Incomplete,South Matthewburgh,648.72
Erik,Graham,2021-11-13,2023-03-17,Production Technician II,David Garcia,erik.graham@bilearner.com,BPC,Voluntarily Terminated,Contract,Temporary,Involuntary,Production       ,Billable Consultants,1956-06-04,MA,Male,Exceeds,1857,2022-08-21,1,4,Project Management,External,Incomplete,Port Christopher,278.62
Lailah,Haney,2019-05-07,2019-11-27,Production Technician I,Ryan Baker,lailah.haney@bilearner.com,TNS,Active,Contract,Full-Time,Resignation,Production       ,Wireline Construction,1988-02-20,MA,Female,Exceeds,1858,2022-10-26,2,4,Technical Skills,External,Failed,South Sonyahaven,568.57
Mohamed,Gay,2020-12-31,2021-03-04,Production Technician I,Tammy Poole,mohamed.gay@bilearner.com,PYZ,Active,Contract,Part-Time,Voluntary,Production       ,Field Operations,1982-12-14,MA,Female,Exceeds,1859,2023-02-17,4,2,Technical Skills,Internal,Completed,Austinstad,764.64
Frankie,Banks,2019-12-10,2020-03-07,Production Technician I,Jenna Perry,frankie.banks@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Full-Time,Involuntary,Production       ,Project Management - Con,2000-06-09,MA,Female,Exceeds,1860,2023-03-21,1,4,Project Management,External,Passed,East Davidbury,551.45
Amari,Bowen,2019-11-04,2021-12-29,Production Technician I,Jennifer Boone,amari.bowen@bilearner.com,BPC,Active,Part-Time,Full-Time,Involuntary,Production       ,Engineers,1987-09-18,MA,Female,Exceeds,1863,2023-07-04,5,2,Communication Skills,Internal,Passed,East Richard,559.52
Prince,Dickerson,2023-06-03,2023-07-18,Production Technician I,Karen Smith,prince.dickerson@bilearner.com,CCDR,Active,Full-Time,Temporary,Resignation,Production       ,Field Operations,1972-05-26,MA,Female,Exceeds,1864,2022-12-10,3,2,Project Management,Internal,Completed,South Waltershire,850.57
Mauricio,Buchanan,2021-01-09,2021-08-17,Production Technician I,Natalie Roman,mauricio.buchanan@bilearner.com,MSC,Active,Full-Time,Temporary,Involuntary,Production       ,Engineers,1942-11-01,MA,Male,Needs Improvement,1867,2023-05-08,1,5,Project Management,External,Passed,Jonesberg,114.45
Briana,Wang,2022-03-22,2023-05-15,Production Technician I,Anthony Diaz,briana.wang@bilearner.com,TNS,Active,Part-Time,Full-Time,Resignation,Production       ,Field Operations,2000-11-28,MA,Male,Needs Improvement,1868,2023-02-26,5,3,Leadership Development,Internal,Completed,West Dylan,599.79
Reyna,Good,2022-12-05,2023-06-18,Production Technician I,Andrew Ball,reyna.good@bilearner.com,PL,Active,Full-Time,Temporary,Retirement,Production       ,Field Operations,1972-12-21,MA,Female,Fully Meets,1872,2023-04-17,1,2,Leadership Development,Internal,Incomplete,Walterborough,299.55
Nathalie,Rivera,2019-07-20,2019-08-28,Production Technician II,Christine Larson,nathalie.rivera@bilearner.com,BPC,Active,Contract,Temporary,Involuntary,Production       ,Engineers,1960-01-23,MA,Female,Fully Meets,1873,2022-08-14,5,2,Technical Skills,External,Incomplete,New Kevinfort,373.67
Taylor,Mann,2021-01-04,2023-03-04,Production Technician II,Patricia Robbins,taylor.mann@bilearner.com,EW,Voluntarily Terminated,Full-Time,Full-Time,Involuntary,Production       ,General - Con,1953-08-01,MA,Male,Fully Meets,1875,2023-08-05,3,1,Project Management,Internal,Failed,Vasquezchester,105.61
Rylee,Stevenson,2022-10-14,2023-03-02,Production Technician II,Terry Stevens,rylee.stevenson@bilearner.com,MSC,Leave of Absence,Full-Time,Part-Time,Resignation,Production       ,Field Operations,1943-10-21,MA,Female,Fully Meets,1876,2023-01-09,4,2,Leadership Development,Internal,Completed,North Rebeccamouth,445.28
Kobe,Crosby,2022-10-02,2023-06-28,Production Technician I,Elizabeth Miller,kobe.crosby@bilearner.com,WBL,Active,Part-Time,Part-Time,Voluntary,Production       ,Splicing,2001-06-17,MA,Female,Fully Meets,1878,2023-01-13,5,3,Technical Skills,External,Passed,Lake Cameronburgh,932.44
Carmen,Davidson,2018-11-25,2020-06-14,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Temporary,Involuntary,Production       ,Engineers,1965-10-30,MA,Female,Fully Meets,1879,2023-08-05,2,3,Leadership Development,Internal,Passed,Port Emilyhaven,227.51
Sidney,Moran,2021-07-09,2023-01-28,Production Technician I,Alexandra Rice,sidney.moran@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Production       ,Project Management - Con,1966-01-07,MA,Female,Fully Meets,1880,2023-04-13,5,1,Customer Service,Internal,Incomplete,Smithfurt,785.05
Baron,Luna,2021-11-09,2023-01-13,Production Technician I,Christina Burgess,baron.luna@bilearner.com,MSC,Active,Full-Time,Part-Time,Retirement,Production       ,Fielders,1945-02-06,MA,Female,Fully Meets,1882,2023-07-07,1,4,Leadership Development,Internal,Incomplete,West Charles,206.16
Giselle,Butler,2018-08-27,2019-03-23,Production Technician I,Regina Goodwin,giselle.butler@bilearner.com,NEL,Active,Full-Time,Temporary,Voluntary,Production       ,Project Management - Con,1967-07-03,MA,Female,Fully Meets,1883,2022-10-09,3,4,Customer Service,Internal,Failed,Leviville,483.43
Ahmed,Montgomery,2022-10-04,2023-03-05,Production Technician I,Daniel Guerra,ahmed.montgomery@bilearner.com,SVG,Active,Contract,Temporary,Involuntary,Production       ,Executive,1984-12-06,MA,Male,Fully Meets,1886,2023-01-18,3,2,Customer Service,External,Completed,West Jack,349.8
Darian,Wall,2020-05-05,2023-07-25,Production Technician I,Veronica Murphy,darian.wall@bilearner.com,WBL,Active,Full-Time,Temporary,Voluntary,Production       ,Engineers,1947-12-26,MA,Female,Fully Meets,1888,2023-07-23,1,5,Technical Skills,External,Completed,East Kim,961.68
Shaun,Velazquez,2019-06-05,2020-10-20,Production Technician I,Benjamin Lang,shaun.velazquez@bilearner.com,MSC,Active,Full-Time,Temporary,Voluntary,Production       ,Field Operations,1997-01-14,MA,Female,Fully Meets,1898,2023-07-18,4,5,Project Management,Internal,Completed,Kingview,673.38
Kolton,Duarte,2020-12-12,2023-05-28,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Full-Time,Retirement,Production       ,Field Operations,1982-09-06,MA,Female,Fully Meets,1899,2023-06-28,2,4,Leadership Development,Internal,Incomplete,Port Jenniferside,724.87
Sarahi,Raymond,2020-09-08,2022-09-19,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Temporary,Retirement,Production       ,Engineers,1952-02-11,MA,Male,Fully Meets,1902,2023-07-27,2,5,Customer Service,External,Incomplete,Jasonborough,604.93
Taylor,Wiggins,2020-12-14,2021-12-07,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,PL,Active,Part-Time,Part-Time,Resignation,Production       ,Field Operations,1960-04-11,MA,Female,Fully Meets,1903,2022-12-17,5,5,Project Management,External,Completed,Wintersmouth,699.97
Kael,Fisher,2021-01-24,2022-01-27,Production Technician I,Angela Bailey,kael.fisher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Temporary,Resignation,Production       ,Wireline Construction,1991-06-12,MA,Female,Fully Meets,1911,2023-04-08,3,4,Communication Skills,External,Passed,Trevorchester,333.08
Erica,French,2020-03-06,2021-03-06,Production Technician II,Brett Sims,erica.french@bilearner.com,TNS,Active,Part-Time,Temporary,Retirement,Production       ,Engineers,1987-10-16,MA,Female,Fully Meets,1912,2023-04-02,2,5,Leadership Development,External,Completed,Yangland,718.38
Damaris,Oneal,2022-11-19,2023-02-15,Production Technician II,Natalie Johnson,damaris.oneal@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Full-Time,Involuntary,Production       ,General - Con,1972-07-26,MA,Male,Fully Meets,1913,2023-01-21,5,4,Project Management,External,Failed,Brianland,195.29
Rebecca,Craig,2019-03-15,2019-10-02,Production Technician II,Deanna Freeman,rebecca.craig@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Full-Time,Resignation,Production       ,Engineers,1981-04-04,MA,Female,Fully Meets,1914,2023-02-23,4,4,Leadership Development,External,Passed,Mckeemouth,113.43
Carley,Waters,2023-05-11,2023-07-05,Production Technician II,Mary Todd,carley.waters@bilearner.com,NEL,Leave of Absence,Part-Time,Temporary,Voluntary,Production       ,General - Con,1946-07-23,MA,Female,Fully Meets,1915,2023-07-11,2,3,Customer Service,External,Incomplete,Wilsonbury,651.23
Kadyn,Harrison,2022-02-05,2023-02-07,Production Technician II,Kevin Perkins,kadyn.harrison@bilearner.com,PL,Leave of Absence,Full-Time,Full-Time,Involuntary,Production       ,General - Con,1963-09-25,MA,Male,Fully Meets,1916,2022-12-25,3,4,Technical Skills,Internal,Incomplete,Allisonton,331.66
Callum,Blair,2023-01-09,2023-03-14,Production Technician I,Kayla Shelton,callum.blair@bilearner.com,MSC,Active,Contract,Temporary,Involuntary,Production       ,Field Operations,1990-09-12,MA,Female,Fully Meets,1918,2022-10-01,3,5,Communication Skills,Internal,Incomplete,South Thomas,226.7
Emilie,Donaldson,2022-05-01,2022-11-21,Production Technician I,Dylan Foster,emilie.donaldson@bilearner.com,TNS,Voluntarily Terminated,Contract,Full-Time,Involuntary,Production       ,Shop (Fleet),1990-08-15,MA,Female,Fully Meets,1919,2023-05-22,2,3,Leadership Development,External,Failed,Wellsland,583.76
Darius,Duke,2021-01-26,2021-08-06,Production Technician I,Mary Morgan,darius.duke@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Full-Time,Retirement,Production       ,Field Operations,1948-08-03,MA,Female,Fully Meets,1920,2022-09-23,2,5,Customer Service,Internal,Failed,West Chadview,646.65
Kenya,Decker,2021-09-06,2023-07-02,Production Technician I,Danny Howard,kenya.decker@bilearner.com,WBL,Active,Contract,Full-Time,Voluntary,Production       ,Engineers,1994-07-27,MA,Male,Fully Meets,1921,2023-02-01,3,2,Technical Skills,External,Incomplete,West Dawn,813.17
Giana,Roach,2023-03-31,2023-04-30,Production Technician I,John Adams,giana.roach@bilearner.com,PL,Active,Full-Time,Full-Time,Involuntary,Production       ,People Services,1966-11-05,MA,Female,Fully Meets,1923,2023-07-29,3,4,Project Management,External,Failed,Dianeview,868.74
Teagan,Swanson,2023-05-16,2023-05-29,Production Technician I,Derek Thompson,teagan.swanson@bilearner.com,BPC,Active,Part-Time,Full-Time,Voluntary,Production       ,Field Operations,1994-11-29,MA,Female,Fully Meets,1924,2022-09-05,3,5,Customer Service,External,Failed,Port Hannahshire,250.41
Jerome,Fischer,2023-04-29,2023-07-07,Production Technician I,Jason Kelly,jerome.fischer@bilearner.com,CCDR,Active,Contract,Full-Time,Voluntary,Production       ,Splicing,1980-02-13,MA,Male,Fully Meets,1925,2023-04-21,1,5,Communication Skills,Internal,Completed,Karenshire,882.06
Turner,Bradley,2022-11-03,2023-04-02,Production Technician I,Jeffrey Peters,turner.bradley@bilearner.com,EW,Active,Full-Time,Full-Time,Involuntary,Production       ,Field Operations,1976-04-06,MA,Male,Fully Meets,1927,2022-12-13,3,2,Leadership Development,External,Completed,Michaelmouth,571.81
John,Smith,2019-12-24,2022-06-12,Sales Manager,Emily Gaines,john.smith@bilearner.com,BPC,Active,Full-Time,Temporary,Voluntary,Sales,General - Sga,1977-08-16,MA,Male,Fully Meets,1932,2023-01-17,5,5,Customer Service,Internal,Failed,Georgemouth,754.08
Donysha,Kampew,2019-06-25,2020-10-04,Sales Manager,Steve Grant,donysha.kampew@bilearner.com,WBL,Voluntarily Terminated,Contract,Full-Time,Voluntary,Sales,General - Eng,1991-09-29,PA,Female,Fully Meets,1934,2022-08-25,2,5,Leadership Development,External,Incomplete,Suzannemouth,993.7
Maryjane,Choi,2022-03-30,2023-01-30,Production Technician II,Kayla Peterson,maryjane.choi@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Temporary,Involuntary,Sales,Engineers,1957-03-25,PA,Female,Fully Meets,1937,2022-08-11,4,5,Leadership Development,External,Completed,Chapmanstad,774.74
Jett,Kent,2019-07-30,2022-11-09,Production Technician II,William Thompson,jett.kent@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Part-Time,Retirement,Sales,Wireline Construction,1964-02-11,MA,Female,Fully Meets,1942,2022-11-08,2,4,Customer Service,Internal,Completed,West Stephanieton,250.51
Zander,Aguilar,2022-05-08,2022-11-17,Production Technician II,Timothy Wheeler,zander.aguilar@bilearner.com,PYZ,Voluntarily Terminated,Contract,Part-Time,Retirement,Sales,Shop (Fleet),1956-03-23,PA,Female,Fully Meets,1943,2022-09-22,5,5,Technical Skills,Internal,Passed,Bassborough,453.4
Jaxson,Brady,2019-03-28,2022-12-10,Sales Manager,Christopher Murray DDS,jaxson.brady@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Temporary,Resignation,Sales,Engineers,1977-02-17,MA,Female,Fully Meets,1945,2023-02-10,1,3,Customer Service,External,Passed,Rachelbury,341.94
